Mabinogi.g.en.resources:stringresources.baml,system:String_1:System.String.$Content,None,True,True,,A problem caused this program to stop working.
Mabinogi.g.en.resources:stringresources.baml,system:String_2:System.String.$Content,None,True,True,,This program has terminated.
Mabinogi.g.en.resources:stringresources.baml,system:String_3:System.String.$Content,None,True,True,,This program is terminating.{0}Do you want to display information about this problem?.
Mabinogi.g.en.resources:stringresources.baml,system:String_4:System.String.$Content,None,True,True,,Local Version and Server Version does not same. Are you sure you want to continue?
Mabinogi.g.en.resources:stringresources.baml,system:String_5:System.String.$Content,None,True,True,,Version value is invalid.
Mabinogi.g.en.resources:stringresources.baml,system:String_6:System.String.$Content,None,True,True,,Server version value does not to be smaller than Local version value.
Mabinogi.g.en.resources:stringresources.baml,system:String_7:System.String.$Content,None,True,True,,Patch Server is offline.
Mabinogi.g.en.resources:stringresources.baml,system:String_8:System.String.$Content,None,True,True,,Patch Server is currently down. Please try again later.
Mabinogi.g.en.resources:stringresources.baml,system:String_9:System.String.$Content,None,True,True,,"Saving password in local makes security risk, such as account hacking."
Mabinogi.g.en.resources:stringresources.baml,system:String_10:System.String.$Content,None,True,True,,Download successfully.
Mabinogi.g.en.resources:stringresources.baml,system:String_11:System.String.$Content,None,True,True,,Download failure.
Mabinogi.g.en.resources:stringresources.baml,system:String_12:System.String.$Content,None,True,True,,Initializing...
Mabinogi.g.en.resources:stringresources.baml,system:String_13:System.String.$Content,None,True,True,,Create Temporary directory...
Mabinogi.g.en.resources:stringresources.baml,system:String_14:System.String.$Content,None,True,True,,Download failure.
Mabinogi.g.en.resources:stringresources.baml,system:String_15:System.String.$Content,None,True,True,,Checking {0}.txt...
Mabinogi.g.en.resources:stringresources.baml,system:String_16:System.String.$Content,None,True,True,,Downloading language.pack
Mabinogi.g.en.resources:stringresources.baml,system:String_17:System.String.$Content,None,True,True,,Downloading partial patch file and check md5sum...
Mabinogi.g.en.resources:stringresources.baml,system:String_18:System.String.$Content,None,True,True,,Downloading file. ({0} / {1})
Mabinogi.g.en.resources:stringresources.baml,system:String_19:System.String.$Content,None,True,True,,Merging...
Mabinogi.g.en.resources:stringresources.baml,system:String_20:System.String.$Content,None,True,True,,Merging partial patch file. ({0} / {1})
Mabinogi.g.en.resources:stringresources.baml,system:String_21:System.String.$Content,None,True,True,,Extracting...
Mabinogi.g.en.resources:stringresources.baml,system:String_22:System.String.$Content,None,True,True,,Extracting file. ({0} / {1})
Mabinogi.g.en.resources:errorreporter.baml,Window_1:MabiLauncher.ErrorReporter.$Content,None,True,True,,#Grid_1;
Mabinogi.g.en.resources:errorreporter.baml,Window_1:System.Windows.Window.Title,Title,True,True,,ErrorReporter
Mabinogi.g.en.resources:errorreporter.baml,Window_1:System.Windows.Window.ShowInTaskbar,None,False,True,,False
Mabinogi.g.en.resources:errorreporter.baml,Window_1:System.Windows.Window.Topmost,None,False,True,,True
Mabinogi.g.en.resources:errorreporter.baml,Window_1:System.Windows.FrameworkElement.MinWidth,None,False,True,,640
Mabinogi.g.en.resources:errorreporter.baml,Window_1:System.Windows.FrameworkElement.MinHeight,None,False,True,,320
Mabinogi.g.en.resources:errorreporter.baml,Grid_1:System.Windows.FrameworkElement.Margin,None,False,True,,10
Mabinogi.g.en.resources:errorreporter.baml,Icon:System.Windows.Controls.Image.$Content,None,False,True,,
Mabinogi.g.en.resources:errorreporter.baml,Icon:System.Windows.FrameworkElement.Height,None,False,True,,64
Mabinogi.g.en.resources:errorreporter.baml,Icon:System.Windows.FrameworkElement.Margin,None,False,True,,0
Mabinogi.g.en.resources:errorreporter.baml,Icon:System.Windows.FrameworkElement.Width,None,False,True,,64
Mabinogi.g.en.resources:errorreporter.baml,Icon:System.Windows.Controls.Image.Source,None,False,True,,Images/alert.png
Mabinogi.g.en.resources:errorreporter.baml,ImageBrush_1:System.Windows.Media.ImageBrush.$Content,None,False,True,,
Mabinogi.g.en.resources:errorreporter.baml,Message:System.Windows.Controls.TextBlock.$Content,Text,True,True,,
Mabinogi.g.en.resources:errorreporter.baml,Message:System.Windows.FrameworkElement.Margin,None,False,True,,"10,0,0,0"
Mabinogi.g.en.resources:errorreporter.baml,Message:System.Windows.Controls.TextBlock.TextWrapping,None,False,True,,Wrap
Mabinogi.g.en.resources:errorreporter.baml,Message:System.Windows.Controls.Grid.Column,None,False,True,,1
Mabinogi.g.en.resources:errorreporter.baml,Message:System.Windows.Controls.TextBlock.Text,Text,True,True,,Error Message
Mabinogi.g.en.resources:errorreporter.baml,Message:System.Windows.Controls.TextBlock.FontSize,None,True,True,,14
Mabinogi.g.en.resources:errorreporter.baml,Exit:System.Windows.Controls.Button.$Content,Button,True,True,,
Mabinogi.g.en.resources:errorreporter.baml,Exit:System.Windows.Controls.ContentControl.Content,Button,True,True,,Exit
Mabinogi.g.en.resources:errorreporter.baml,Exit:System.Windows.FrameworkElement.Height,None,False,True,,23
Mabinogi.g.en.resources:errorreporter.baml,Exit:System.Windows.FrameworkElement.HorizontalAlignment,None,False,True,,Right
Mabinogi.g.en.resources:errorreporter.baml,Exit:System.Windows.FrameworkElement.Margin,None,False,True,,0
Mabinogi.g.en.resources:errorreporter.baml,Exit:System.Windows.FrameworkElement.VerticalAlignment,None,False,True,,Bottom
Mabinogi.g.en.resources:errorreporter.baml,Exit:System.Windows.FrameworkElement.Width,None,False,True,,75
Mabinogi.g.en.resources:errorreporter.baml,Exit:System.Windows.Controls.Grid.Row,None,False,True,,2
Mabinogi.g.en.resources:errorreporter.baml,Exit:System.Windows.Controls.Grid.Column,None,False,True,,1
Mabinogi.g.en.resources:errorreporter.baml,Detail:System.Windows.Controls.TextBox.$Content,Text,True,True,,
Mabinogi.g.en.resources:errorreporter.baml,Detail:System.Windows.FrameworkElement.HorizontalAlignment,None,False,True,,Stretch
Mabinogi.g.en.resources:errorreporter.baml,Detail:System.Windows.FrameworkElement.Margin,None,False,True,,"0,10"
Mabinogi.g.en.resources:errorreporter.baml,Detail:System.Windows.FrameworkElement.VerticalAlignment,None,False,True,,Stretch
Mabinogi.g.en.resources:errorreporter.baml,Detail:System.Windows.Controls.Primitives.TextBoxBase.VerticalScrollBarVisibility,Text,True,False,,Auto
Mabinogi.g.en.resources:errorreporter.baml,Detail:System.Windows.Controls.Primitives.TextBoxBase.AcceptsReturn,None,False,True,,True
Mabinogi.g.en.resources:errorreporter.baml,Detail:System.Windows.Controls.TextBox.TextWrapping,None,False,True,,WrapWithOverflow
Mabinogi.g.en.resources:errorreporter.baml,Detail:System.Windows.Controls.Grid.Row,None,False,True,,1
Mabinogi.g.en.resources:errorreporter.baml,Detail:System.Windows.Controls.Grid.ColumnSpan,None,False,True,,2
Mabinogi.g.en.resources:errorreporter.baml,Detail:System.Windows.Controls.TextBox.Text,Text,True,True,,Error Infomation
Mabinogi.g.en.resources:errorreporter.baml,Continue:System.Windows.Controls.Button.$Content,Button,True,True,,
Mabinogi.g.en.resources:errorreporter.baml,Continue:System.Windows.Controls.ContentControl.Content,Button,True,True,,Continue
Mabinogi.g.en.resources:errorreporter.baml,Continue:System.Windows.FrameworkElement.Height,None,False,True,,23
